Variable,Measure,Country,Value
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),Italy,59.39
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),Italy,40.61
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),Netherlands,68.68
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),Netherlands,31.32
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),New Zealand,53.75
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),New Zealand,46.25
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),Norway,61.63
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),Norway,38.37
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),Switzerland,60.34
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),Switzerland,39.66
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),United Kingdom,55.89
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),United Kingdom,44.1
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),United States,47.75
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),United States,52.25
Female physicians under 35 years old,% of total physicians under 35 years old (head counts),Israel,41.34
Male physicians under 35 years old,% of total physicians under 35 years old (head counts),Israel,58.66
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Australia,47.49
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Australia,52.51
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Canada,51.86
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Canada,48.14
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),France,57.6
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),France,42.4
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Germany,54.58
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Germany,45.42
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Italy,64.11
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Italy,35.89
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Netherlands,63.63
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Netherlands,36.37
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),New Zealand,52.72
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),New Zealand,47.28
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Norway,57.01
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Norway,42.99
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Switzerland,55.61
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Switzerland,44.39
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),United Kingdom,51.92
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),United Kingdom,48.07
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),United States,45.92
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),United States,54.08
Female physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Israel,45.34
Male physicians aged 35-44 years old,% of total physicians aged 35-44 years old (head counts),Israel,54.66
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Australia,41.22
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Australia,58.78
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Canada,44.22
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Canada,55.78
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),France,50.05
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),France,49.95
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Germany,50.26
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Germany,49.74
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Italy,53.7
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Italy,46.3
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Netherlands,56.45
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Netherlands,43.55
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),New Zealand,46.9
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),New Zealand,53.1
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Norway,49.75
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Norway,50.25
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Switzerland,44.13
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Switzerland,55.87
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),United Kingdom,44.87
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),United Kingdom,55.12
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),United States,39.65
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),United States,60.35
Female physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Israel,45.78
Male physicians aged 45-54 years old,% of total physicians aged 45-54 years old (head counts),Israel,54.22
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Australia,34.5
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Australia,65.5
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Canada,37.4
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Canada,62.6
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),France,38.04
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),France,61.96
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Germany,42.64
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Germany,57.36
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Italy,38.42
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Italy,61.58
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Netherlands,37.03
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Netherlands,62.97
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),New Zealand,36.84
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),New Zealand,63.16
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Norway,39.38
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Norway,60.62
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Switzerland,33.29
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Switzerland,66.71
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),United Kingdom,34.08
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),United Kingdom,65.92
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),United States,30.39
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),United States,69.61
Female physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Israel,41.47
Male physicians aged 55-64 years old,% of total physicians aged 55-64 years old (head counts),Israel,58.53
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Australia,21.33
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Australia,78.67
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Canada,22.99
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Canada,77.01
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),France,23.55
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),France,76.45
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Germany,25.18
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Germany,74.82
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Italy,21.43
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Italy,78.57
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Netherlands,19.9
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Netherlands,80.1
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),New Zealand,21.6
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),New Zealand,78.4
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Norway,18.33
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Norway,81.67
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Switzerland,21.0
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Switzerland,79.0
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),United Kingdom,19.86
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),United Kingdom,80.14
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),United States,19.19
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),United States,80.81
Female physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Israel,34.39
Male physicians aged 65-74 years old,% of total physicians aged 65-74 years old (head counts),Israel,65.61
Total hospital beds,Hospital employment-to-bed ratio (head counts),Canada,6.8
Total hospital beds,Hospital employment-to-bed ratio (head counts),France,3.37
Total hospital beds,Hospital employment-to-bed ratio (head counts),Germany,2.16
Total hospital beds,Hospital employment-to-bed ratio (head counts),Italy,3.39
Total hospital beds,Hospital employment-to-bed ratio (head counts),Netherlands,4.83
Total hospital beds,Hospital employment-to-bed ratio (head counts),Norway,6.29
Total hospital beds,Hospital employment-to-bed ratio (head counts),Switzerland,5.61
Total hospital beds,Hospital employment-to-bed ratio (head counts),United Kingdom,9.42
Total hospital beds,Hospital employment-to-bed ratio (head counts),Israel,3.48
Total hospital beds,Hospital employment-to-bed ratio (FTE),Canada,5.09
Total hospital beds,Hospital employment-to-bed ratio (FTE),France,3.01
Total hospital beds,Hospital employment-to-bed ratio (FTE),Germany,1.6
Total hospital beds,Hospital employment-to-bed ratio (FTE),Netherlands,3.76
Total hospital beds,Hospital employment-to-bed ratio (FTE),Norway,5.49
Total hospital beds,Hospital employment-to-bed ratio (FTE),Switzerland,4.34
Total hospital beds,Hospital employment-to-bed ratio (FTE),United Kingdom,8.32
Total hospital beds,Hospital employment-to-bed ratio (FTE),Israel,3.27
Total hospital beds,Nurse-to-bed ratio (head counts),Canada,2.52
Total hospital beds,Nurse-to-bed ratio (head counts),France,0.98
Total hospital beds,Nurse-to-bed ratio (head counts),Germany,0.88
Total hospital beds,Nurse-to-bed ratio (head counts),Italy,1.42
Total hospital beds,Nurse-to-bed ratio (head counts),Netherlands,1.44
Total hospital beds,Nurse-to-bed ratio (head counts),New Zealand,2.42
Total hospital beds,Nurse-to-bed ratio (head counts),Norway,2.64
Total hospital beds,Nurse-to-bed ratio (head counts),Switzerland,1.96
Total hospital beds,Nurse-to-bed ratio (head counts),United Kingdom,3.09
Total hospital beds,Nurse-to-bed ratio (head counts),Israel,1.04
Total hospital beds,Nurse-to-bed ratio (FTE),France,0.91
Total hospital beds,Nurse-to-bed ratio (FTE),Germany,0.66
Total hospital beds,Nurse-to-bed ratio (FTE),Netherlands,1.12
Total hospital beds,Nurse-to-bed ratio (FTE),New Zealand,1.95
Total hospital beds,Nurse-to-bed ratio (FTE),Norway,2.34
Total hospital beds,Nurse-to-bed ratio (FTE),Switzerland,1.5
Total hospital beds,Nurse-to-bed ratio (FTE),United Kingdom,2.73
Total hospital beds,Nurse-to-bed ratio (FTE),Israel,0.99
Remuneration of general practitioners,"Self-employed, income per average wage",Australia,1.76
Remuneration of specialists,"Self-employed, income per average wage",Australia,3.68
Remuneration of general practitioners,"Self-employed, income per average wage",Israel,2.38
Remuneration of specialists,"Self-employed, income per average wage",Israel,3.97
Medical graduates,Per 100 000 population,Australia,15.86
Dentists graduates,Per 100 000 population,Australia,4.03
Pharmacists graduates,Per 100 000 population,Australia,8.96
Midwives graduates,Per 100 000 population,Australia,5.47
Nursing graduates,Per 100 000 population,Australia,108.89
Professional nursing graduates,Per 100 000 population,Australia,66.22
Associate Professional nursing graduates,Per 100 000 population,Australia,42.67
Medical graduates,Per 100 000 population,Canada,7.6
Dentists graduates,Per 100 000 population,Canada,1.47
Pharmacists graduates,Per 100 000 population,Canada,3.34
Midwives graduates,Per 100 000 population,Canada,0.4
Midwives graduates,Per 100 000 population,France,1.28
Medical graduates,Per 100 000 population,Germany,12.32
Dentists graduates,Per 100 000 population,Germany,2.96
Pharmacists graduates,Per 100 000 population,Germany,2.77
Midwives graduates,Per 100 000 population,Germany,0.78
Nursing graduates,Per 100 000 population,Germany,54.34
Professional nursing graduates,Per 100 000 population,Germany,43.92
Associate Professional nursing graduates,Per 100 000 population,Germany,10.41
Medical graduates,Per 100 000 population,Italy,17.56
Dentists graduates,Per 100 000 population,Italy,1.54
Pharmacists graduates,Per 100 000 population,Italy,5.21
Midwives graduates,Per 100 000 population,Italy,1.1
Nursing graduates,Per 100 000 population,Italy,18.36
Professional nursing graduates,Per 100 000 population,Italy,18.36
Associate Professional nursing graduates,Per 100 000 population,Italy,0.0
Medical graduates,Per 100 000 population,Japan,7.14
Dentists graduates,Per 100 000 population,Japan,1.66
Pharmacists graduates,Per 100 000 population,Japan,9.55
Nursing graduates,Per 100 000 population,Japan,52.25
Professional nursing graduates,Per 100 000 population,Japan,46.12
Associate Professional nursing graduates,Per 100 000 population,Japan,6.13
Medical graduates,Per 100 000 population,Netherlands,15.11
Dentists graduates,Per 100 000 population,Netherlands,1.33
Pharmacists graduates,Per 100 000 population,Netherlands,1.33
Midwives graduates,Per 100 000 population,Netherlands,0.86
Nursing graduates,Per 100 000 population,Netherlands,58.58
Professional nursing graduates,Per 100 000 population,Netherlands,24.73
Associate Professional nursing graduates,Per 100 000 population,Netherlands,33.84
Medical graduates,Per 100 000 population,New Zealand,9.9
Dentists graduates,Per 100 000 population,New Zealand,2.29
Pharmacists graduates,Per 100 000 population,New Zealand,4.5
Midwives graduates,Per 100 000 population,New Zealand,4.3
Nursing graduates,Per 100 000 population,New Zealand,39.93
Professional nursing graduates,Per 100 000 population,New Zealand,36.59
Associate Professional nursing graduates,Per 100 000 population,New Zealand,3.33
Medical graduates,Per 100 000 population,Norway,11.33
Dentists graduates,Per 100 000 population,Norway,2.34
Pharmacists graduates,Per 100 000 population,Norway,3.12
Midwives graduates,Per 100 000 population,Norway,2.73
Nursing graduates,Per 100 000 population,Norway,79.83
Professional nursing graduates,Per 100 000 population,Norway,79.83
Associate Professional nursing graduates,Per 100 000 population,Norway,0.0
Medical graduates,Per 100 000 population,Sweden,13.47
Dentists graduates,Per 100 000 population,Sweden,2.59
Pharmacists graduates,Per 100 000 population,Sweden,4.49
Midwives graduates,Per 100 000 population,Sweden,3.44
Professional nursing graduates,Per 100 000 population,Sweden,43.22
Medical graduates,Per 100 000 population,Switzerland,11.86
Dentists graduates,Per 100 000 population,Switzerland,1.55
Pharmacists graduates,Per 100 000 population,Switzerland,2.66
Midwives graduates,Per 100 000 population,Switzerland,2.02
Nursing graduates,Per 100 000 population,Switzerland,108.22
Professional nursing graduates,Per 100 000 population,Switzerland,42.94
Associate Professional nursing graduates,Per 100 000 population,Switzerland,65.28
Medical graduates,Per 100 000 population,United Kingdom,13.07
Dentists graduates,Per 100 000 population,United Kingdom,1.8
Pharmacists graduates,Per 100 000 population,United Kingdom,4.99
Medical graduates,Per 100 000 population,United States,8.12
Dentists graduates,Per 100 000 population,United States,1.93
Pharmacists graduates,Per 100 000 population,United States,4.51
Midwives graduates,Per 100 000 population,United States,0.3
Nursing graduates,Per 100 000 population,United States,65.57
Professional nursing graduates,Per 100 000 population,United States,51.41
Associate Professional nursing graduates,Per 100 000 population,United States,14.16
Medical graduates,Per 100 000 population,Israel,7.22
Dentists graduates,Per 100 000 population,Israel,1.01
Pharmacists graduates,Per 100 000 population,Israel,1.28
Midwives graduates,Per 100 000 population,Israel,1.82
Nursing graduates,Per 100 000 population,Israel,26.55
Professional nursing graduates,Per 100 000 population,Israel,25.19
Associate Professional nursing graduates,Per 100 000 population,Israel,1.36
Total hospital beds,Per 1 000 population,Canada,2.52
Curative (acute) care beds,Per 1 000 population,Canada,1.97
Psychiatric care beds,Per 1 000 population,Canada,0.36
Long-term care beds,Per 1 000 population,Canada,0.43
Other hospital beds,Per 1 000 population,Canada,0.0
Beds in publicly owned hospitals,Per 1 000 population,Canada,2.5
Beds in for-profit privately owned hospitals,Per 1 000 population,Canada,0.02
Total hospital beds,Per 1 000 population,Denmark,2.59
Curative (acute) care beds,Per 1 000 population,Denmark,2.49
Psychiatric care beds,Per 1 000 population,Denmark,0.52
Long-term care beds,Per 1 000 population,Denmark,0.04
Other hospital beds,Per 1 000 population,Denmark,0.0
Beds in publicly owned hospitals,Per 1 000 population,Denmark,2.43
Beds in not-for-profit privately owned hospitals,Per 1 000 population,Denmark,0.11
Beds in for-profit privately owned hospitals,Per 1 000 population,Denmark,0.05
Total hospital beds,Per 1 000 population,France,5.84
Curative (acute) care beds,Per 1 000 population,France,3.0
Psychiatric care beds,Per 1 000 population,France,0.82
Long-term care beds,Per 1 000 population,France,0.46
Other hospital beds,Per 1 000 population,France,0.82
Beds in publicly owned hospitals,Per 1 000 population,France,3.59
Beds in not-for-profit privately owned hospitals,Per 1 000 population,France,0.84
Beds in for-profit privately owned hospitals,Per 1 000 population,France,1.41
Total hospital beds,Per 1 000 population,Germany,7.91
Curative (acute) care beds,Per 1 000 population,Germany,5.95
Psychiatric care beds,Per 1 000 population,Germany,1.31
Long-term care beds,Per 1 000 population,Germany,0.0
Other hospital beds,Per 1 000 population,Germany,0.0
Beds in publicly owned hospitals,Per 1 000 population,Germany,3.18
Beds in not-for-profit privately owned hospitals,Per 1 000 population,Germany,2.28
Beds in for-profit privately owned hospitals,Per 1 000 population,Germany,2.45
Total hospital beds,Per 1 000 population,Italy,3.16
Curative (acute) care beds,Per 1 000 population,Italy,2.6
Psychiatric care beds,Per 1 000 population,Italy,0.08
Long-term care beds,Per 1 000 population,Italy,0.14
Other hospital beds,Per 1 000 population,Italy,0.0
Beds in publicly owned hospitals,Per 1 000 population,Italy,2.11
Beds in not-for-profit privately owned hospitals,Per 1 000 population,Italy,0.12
Beds in for-profit privately owned hospitals,Per 1 000 population,Italy,0.93
Total hospital beds,Per 1 000 population,Japan,12.84
Curative (acute) care beds,Per 1 000 population,Japan,7.74
Psychiatric care beds,Per 1 000 population,Japan,2.59
Long-term care beds,Per 1 000 population,Japan,2.51
Other hospital beds,Per 1 000 population,Japan,2.59
Beds in publicly owned hospitals,Per 1 000 population,Japan,3.51
Total hospital beds,Per 1 000 population,Netherlands,3.08
Curative (acute) care beds,Per 1 000 population,Netherlands,2.62
Psychiatric care beds,Per 1 000 population,Netherlands,0.8
Long-term care beds,Per 1 000 population,Netherlands,0.36
Other hospital beds,Per 1 000 population,Netherlands,0.0
Beds in not-for-profit privately owned hospitals,Per 1 000 population,Netherlands,3.08
Total hospital beds,Per 1 000 population,New Zealand,2.54
Curative (acute) care beds,Per 1 000 population,New Zealand,2.52
Psychiatric care beds,Per 1 000 population,New Zealand,0.32
Long-term care beds,Per 1 000 population,New Zealand,0.03
Beds in publicly owned hospitals,Per 1 000 population,New Zealand,2.16
Beds in not-for-profit privately owned hospitals,Per 1 000 population,New Zealand,0.09
Beds in for-profit privately owned hospitals,Per 1 000 population,New Zealand,0.29
Total hospital beds,Per 1 000 population,Norway,3.47
Curative (acute) care beds,Per 1 000 population,Norway,3.1
Psychiatric care beds,Per 1 000 population,Norway,1.04
Long-term care beds,Per 1 000 population,Norway,0.0
Other hospital beds,Per 1 000 population,Norway,0.36
Beds in publicly owned hospitals,Per 1 000 population,Norway,2.63
Total hospital beds,Per 1 000 population,Sweden,2.07
Curative (acute) care beds,Per 1 000 population,Sweden,1.9
Psychiatric care beds,Per 1 000 population,Sweden,0.41
Other hospital beds,Per 1 000 population,Sweden,0.01
Total hospital beds,Per 1 000 population,Switzerland,4.59
Curative (acute) care beds,Per 1 000 population,Switzerland,3.59
Psychiatric care beds,Per 1 000 population,Switzerland,0.93
Long-term care beds,Per 1 000 population,Switzerland,0.15
Other hospital beds,Per 1 000 population,Switzerland,0.0
Total hospital beds,Per 1 000 population,United Kingdom,2.45
Psychiatric care beds,Per 1 000 population,United Kingdom,0.35
Beds in publicly owned hospitals,Per 1 000 population,United Kingdom,2.45
Total hospital beds,Per 1 000 population,China (People's Republic of),4.79
Total hospital beds,Per 1 000 population,Israel,2.96
Curative (acute) care beds,Per 1 000 population,Israel,2.18
Psychiatric care beds,Per 1 000 population,Israel,0.38
Long-term care beds,Per 1 000 population,Israel,0.26
Other hospital beds,Per 1 000 population,Israel,0.24
Beds in publicly owned hospitals,Per 1 000 population,Israel,2.03
Beds in not-for-profit privately owned hospitals,Per 1 000 population,Israel,0.59
Beds in for-profit privately owned hospitals,Per 1 000 population,Israel,0.34
Long-term care beds,Per 1 000 population aged 65 years old and over,Canada,2.44
Long-term care beds,Per 1 000 population aged 65 years old and over,Denmark,0.23
Long-term care beds,Per 1 000 population aged 65 years old and over,France,2.3
Long-term care beds,Per 1 000 population aged 65 years old and over,Germany,0.0
Long-term care beds,Per 1 000 population aged 65 years old and over,Italy,0.61
Long-term care beds,Per 1 000 population aged 65 years old and over,Japan,8.82
Long-term care beds,Per 1 000 population aged 65 years old and over,Netherlands,1.87
Long-term care beds,Per 1 000 population aged 65 years old and over,New Zealand,0.17
Long-term care beds,Per 1 000 population aged 65 years old and over,Norway,0.0
Long-term care beds,Per 1 000 population aged 65 years old and over,Switzerland,0.84
Long-term care beds,Per 1 000 population aged 65 years old and over,Israel,2.18
Remuneration of hospital nurses,"Salaried, income per average wage",Canada,1.09
Remuneration of specialists,"Salaried, income per average wage",Germany,3.35
Remuneration of specialists,"Salaried, income per average wage",Italy,2.34
Remuneration of hospital nurses,"Salaried, income per average wage",Italy,0.97
Remuneration of general practitioners,"Salaried, income per average wage",Netherlands,2.31
Remuneration of specialists,"Salaried, income per average wage",Netherlands,3.25
Remuneration of hospital nurses,"Salaried, income per average wage",Netherlands,1.17
Remuneration of specialists,"Salaried, income per average wage",New Zealand,3.05
Remuneration of hospital nurses,"Salaried, income per average wage",New Zealand,1.25
Remuneration of specialists,"Salaried, income per average wage",Norway,1.82
Remuneration of hospital nurses,"Salaried, income per average wage",Norway,1.02
Remuneration of specialists,"Salaried, income per average wage",Sweden,2.25
Remuneration of hospital nurses,"Salaried, income per average wage",Switzerland,0.85
Remuneration of general practitioners,"Salaried, income per average wage",United Kingdom,1.59
Remuneration of specialists,"Salaried, income per average wage",United Kingdom,3.18
Remuneration of hospital nurses,"Salaried, income per average wage",United Kingdom,0.99
Remuneration of hospital nurses,"Salaried, income per average wage",United States,1.21
Remuneration of general practitioners,"Salaried, income per average wage",Israel,1.68
Remuneration of specialists,"Salaried, income per average wage",Israel,3.63
Remuneration of hospital nurses,"Salaried, income per average wage",Israel,1.44
Rehabilitative care beds,Per 1 000 population,Canada,0.12
Rehabilitative care beds,Per 1 000 population,Denmark,0.06
Total physicians aged 75 years old and over,Number of persons (head counts),France,2706.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),France,15.96
Rehabilitative care beds,Number,Italy,25355.0
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),New Zealand,89.38
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),United Kingdom,83.39
Female physicians aged 75 years old and over,Number of persons (head counts),Israel,1578.0
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Israel,60.05
Female physicians aged 75 years old and over,Number of persons (head counts),Canada,353.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Canada,12.64
Female physicians aged 75 years old and over,Number of persons (head counts),New Zealand,17.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),New Zealand,10.63
Total physicians aged 75 years old and over,Number of persons (head counts),United Kingdom,307.0
Total physicians aged 75 years old and over,Number of persons (head counts),Israel,3950.0
Rehabilitative care beds,Number,Canada,4434.0
Male physicians aged 75 years old and over,Number of persons (head counts),Canada,2439.0
Female physicians aged 75 years old and over,Number of persons (head counts),France,432.0
Rehabilitative care beds,Per 1 000 population,Italy,0.42
Male physicians aged 75 years old and over,Number of persons (head counts),New Zealand,143.0
Rehabilitative care beds,Number,Switzerland,7306.0
Male physicians aged 75 years old and over,Number of persons (head counts),United Kingdom,256.0
Total physicians aged 75 years old and over,Number of persons (head counts),Canada,2792.0
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Canada,87.36
Rehabilitative care beds,Number,Denmark,343.0
Rehabilitative care beds,Number,France,104681.0
Male physicians aged 75 years old and over,Number of persons (head counts),France,2274.0
Rehabilitative care beds,Per 1 000 population,France,1.56
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),France,84.04
Rehabilitative care beds,Number,Germany,163336.0
Rehabilitative care beds,Per 1 000 population,Germany,1.97
Total physicians aged 75 years old and over,Number of persons (head counts),New Zealand,160.0
Rehabilitative care beds,Per 1 000 population,Switzerland,0.85
Female physicians aged 75 years old and over,Number of persons (head counts),United Kingdom,51.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),United Kingdom,16.61
Rehabilitative care beds,Number,Israel,2451.0
Male physicians aged 75 years old and over,Number of persons (head counts),Israel,2372.0
Rehabilitative care beds,Per 1 000 population,Israel,0.27
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Israel,39.95
Female physicians aged 75 years old and over,Number of persons (head counts),Australia,212.0
Male physicians aged 75 years old and over,Number of persons (head counts),Australia,1463.0
Total physicians aged 75 years old and over,Number of persons (head counts),Australia,1675.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Australia,12.66
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Australia,87.34
Female physicians aged 75 years old and over,Number of persons (head counts),Italy,279.0
Male physicians aged 75 years old and over,Number of persons (head counts),Italy,2976.0
Total physicians aged 75 years old and over,Number of persons (head counts),Italy,3255.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Italy,8.57
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Italy,91.43
Rehabilitative care beds,Number,Netherlands,1823.0
Rehabilitative care beds,Per 1 000 population,Netherlands,0.11
Female physicians aged 75 years old and over,Number of persons (head counts),Switzerland,138.0
Male physicians aged 75 years old and over,Number of persons (head counts),Switzerland,575.0
Total physicians aged 75 years old and over,Number of persons (head counts),Switzerland,713.0
Female physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Switzerland,19.35
Male physicians aged 75 years old and over,% of total physicians aged 75 years old and over (head counts),Switzerland,80.65
Physicians employed in hospitals,Density per 1 000 population (head counts),Canada,0.98
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Canada,4.99
Associate nurses employed in hospitals,Density per 1 000 population (head counts),Canada,1.36
Health care assistants employed in hospitals,Density per 1 000 population (head counts),Canada,1.53
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Canada,2.47
Other staff employed in hospitals,Density per 1 000 population (head counts),Canada,5.81
Physicians employed in hospitals,Density per 1 000 population (head counts),France,2.64
