Country,Indicator,Gender,Age Group,VAL,Value.1
Norway,Hypertension hospital admission,Female,15 years old and over,LOW_CI,37.6
Norway,Hypertension hospital admission,Female,15 years old and over,UP_CI,42.6
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,257.7
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,249.7
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,265.7
Norway,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,169.1
Norway,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,162.4
Norway,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,175.7
Norway,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,2.9
Norway,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,2.2
Norway,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,3.5
Norway,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,21.2
Norway,Asthma hospital admission,Total,15 years old and over,LOW_CI,19.8
Norway,Asthma hospital admission,Total,15 years old and over,UP_CI,22.5
Norway,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,220.9
Norway,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,216.8
Norway,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,225.1
Norway,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,166.2
Norway,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,162.6
Norway,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,169.8
Norway,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,70.4
Norway,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,67.9
Norway,Diabetes hospital admission ,Total,15 years old and over,UP_CI,72.8
Norway,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,5.4
Norway,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,4.8
Norway,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,6.1
Norway,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,35.6
Norway,Hypertension hospital admission,Total,15 years old and over,LOW_CI,33.9
Norway,Hypertension hospital admission,Total,15 years old and over,UP_CI,37.3
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,242.1
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,236.6
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,247.6
Norway,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,201.8
Norway,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,196.5
Norway,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,207.1
Norway,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,5.1
Norway,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,4.5
Norway,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,5.7
Sweden,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,9.7
Sweden,Asthma hospital admission,Male,15 years old and over,LOW_CI,8.8
Sweden,Asthma hospital admission,Male,15 years old and over,UP_CI,10.7
Sweden,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,120.5
Sweden,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,117.4
Sweden,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,123.6
Sweden,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,300.0
Sweden,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,295.1
Sweden,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,304.9
Sweden,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,98.4
Sweden,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,95.4
Sweden,Diabetes hospital admission ,Male,15 years old and over,UP_CI,101.3
Sweden,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,4.4
Sweden,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,3.8
Sweden,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,5.0
Sweden,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,23.3
Sweden,Hypertension hospital admission,Male,15 years old and over,LOW_CI,21.9
Sweden,Hypertension hospital admission,Male,15 years old and over,UP_CI,24.7
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,130.3
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,126.3
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,134.3
Sweden,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,323.3
Sweden,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,316.9
Sweden,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,329.6
Sweden,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,4.4
Sweden,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,3.8
Sweden,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,4.9
Sweden,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,22.1
Sweden,Asthma hospital admission,Female,15 years old and over,LOW_CI,20.8
Sweden,Asthma hospital admission,Female,15 years old and over,UP_CI,23.5
Sweden,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,157.1
Sweden,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,153.9
Sweden,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,160.4
Sweden,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,175.0
Sweden,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,171.7
Sweden,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,178.3
Sweden,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,56.4
Sweden,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,54.2
Sweden,Diabetes hospital admission ,Female,15 years old and over,UP_CI,58.6
Sweden,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,3.2
Sweden,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,2.7
Sweden,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,3.6
Sweden,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,26.7
Sweden,Hypertension hospital admission,Female,15 years old and over,LOW_CI,25.3
Sweden,Hypertension hospital admission,Female,15 years old and over,UP_CI,28.1
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,179.3
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,174.7
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,183.9
Sweden,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,201.7
Sweden,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,197.1
Sweden,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,206.3
Sweden,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,3.4
Sweden,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,2.9
Sweden,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,3.8
Sweden,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,16.4
Sweden,Asthma hospital admission,Total,15 years old and over,LOW_CI,15.6
Sweden,Asthma hospital admission,Total,15 years old and over,UP_CI,17.3
Sweden,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,139.9
Sweden,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,137.7
Sweden,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,142.2
Sweden,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,226.7
Sweden,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,223.9
Sweden,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,229.5
Sweden,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,75.5
Sweden,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,73.7
Sweden,Diabetes hospital admission ,Total,15 years old and over,UP_CI,77.3
Sweden,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,3.7
Sweden,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,3.4
Sweden,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,4.1
Sweden,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,26.0
Sweden,Hypertension hospital admission,Total,15 years old and over,LOW_CI,25.0
Sweden,Hypertension hospital admission,Total,15 years old and over,UP_CI,27.0
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,156.4
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,153.3
Sweden,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,159.5
Sweden,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,252.6
Sweden,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,248.8
Sweden,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,256.5
Sweden,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,3.8
Sweden,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,3.4
Sweden,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,4.2
Switzerland,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,17.5
Switzerland,Asthma hospital admission,Male,15 years old and over,LOW_CI,16.1
Switzerland,Asthma hospital admission,Male,15 years old and over,UP_CI,18.8
Switzerland,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,282.2
Switzerland,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,276.9
Switzerland,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,287.4
Switzerland,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,531.8
Switzerland,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,524.7
Switzerland,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,539.0
Switzerland,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,155.8
Switzerland,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,151.8
Switzerland,Diabetes hospital admission ,Male,15 years old and over,UP_CI,159.7
Switzerland,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,33.7
Switzerland,Hypertension hospital admission,Male,15 years old and over,LOW_CI,31.9
Switzerland,Hypertension hospital admission,Male,15 years old and over,UP_CI,35.5
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,299.6
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,293.0
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,306.2
Switzerland,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,565.5
Switzerland,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,556.5
Switzerland,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,574.5
Switzerland,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,5.2
Switzerland,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,4.5
Switzerland,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,5.9
Switzerland,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,31.8
Switzerland,Asthma hospital admission,Female,15 years old and over,LOW_CI,30.0
Switzerland,Asthma hospital admission,Female,15 years old and over,UP_CI,33.6
Switzerland,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,184.9
Switzerland,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,181.0
Switzerland,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,188.8
Switzerland,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,316.4
Switzerland,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,311.7
Switzerland,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,321.1
Switzerland,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,69.2
Switzerland,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,66.7
Switzerland,Diabetes hospital admission ,Female,15 years old and over,UP_CI,71.8
Switzerland,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,59.8
Switzerland,Hypertension hospital admission,Female,15 years old and over,LOW_CI,57.6
Switzerland,Hypertension hospital admission,Female,15 years old and over,UP_CI,62.0
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,216.7
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,211.0
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,222.4
Switzerland,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,376.1
Switzerland,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,369.2
Switzerland,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,383.0
Switzerland,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,1.4
Switzerland,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,1.1
Switzerland,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,1.7
Switzerland,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,25.1
Switzerland,Asthma hospital admission,Total,15 years old and over,LOW_CI,24.0
Switzerland,Asthma hospital admission,Total,15 years old and over,UP_CI,26.2
Switzerland,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,224.0
Switzerland,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,220.9
Switzerland,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,227.1
Switzerland,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,402.9
Switzerland,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,398.9
Switzerland,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,406.9
Switzerland,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,106.9
Switzerland,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,104.7
Switzerland,Diabetes hospital admission ,Total,15 years old and over,UP_CI,109.1
Switzerland,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,49.4
Switzerland,Hypertension hospital admission,Total,15 years old and over,LOW_CI,47.9
Switzerland,Hypertension hospital admission,Total,15 years old and over,UP_CI,50.9
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,249.1
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,244.9
Switzerland,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,253.4
Switzerland,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,452.3
Switzerland,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,446.8
Switzerland,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,457.8
Switzerland,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,3.2
Switzerland,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,2.8
Switzerland,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,3.5
United Kingdom,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,41.9
United Kingdom,Asthma hospital admission,Male,15 years old and over,LOW_CI,41.2
United Kingdom,Asthma hospital admission,Male,15 years old and over,UP_CI,42.7
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,216.4
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,214.7
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,218.1
United Kingdom,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,130.5
United Kingdom,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,129.2
United Kingdom,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,131.9
United Kingdom,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,95.6
United Kingdom,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,94.5
United Kingdom,Diabetes hospital admission ,Male,15 years old and over,UP_CI,96.8
United Kingdom,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,15.8
United Kingdom,Hypertension hospital admission,Male,15 years old and over,LOW_CI,15.4
United Kingdom,Hypertension hospital admission,Male,15 years old and over,UP_CI,16.3
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,258.4
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,255.9
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,260.8
United Kingdom,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,146.4
United Kingdom,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,144.6
United Kingdom,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,148.2
United Kingdom,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,105.4
United Kingdom,Asthma hospital admission,Female,15 years old and over,LOW_CI,104.2
United Kingdom,Asthma hospital admission,Female,15 years old and over,UP_CI,106.6
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,230.9
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,229.3
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,232.5
United Kingdom,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,91.1
United Kingdom,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,90.1
United Kingdom,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,92.0
United Kingdom,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,68.2
United Kingdom,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,67.2
United Kingdom,Diabetes hospital admission ,Female,15 years old and over,UP_CI,69.1
United Kingdom,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,19.2
United Kingdom,Hypertension hospital admission,Female,15 years old and over,LOW_CI,18.7
United Kingdom,Hypertension hospital admission,Female,15 years old and over,UP_CI,19.7
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,336.3
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,333.5
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,339.2
United Kingdom,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,110.3
United Kingdom,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,108.9
United Kingdom,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,111.7
United Kingdom,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,74.5
United Kingdom,Asthma hospital admission,Total,15 years old and over,LOW_CI,73.8
United Kingdom,Asthma hospital admission,Total,15 years old and over,UP_CI,75.3
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,222.9
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,221.8
United Kingdom,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,224.1
United Kingdom,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,107.8
United Kingdom,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,107.1
United Kingdom,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,108.6
United Kingdom,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,80.9
United Kingdom,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,80.2
United Kingdom,Diabetes hospital admission ,Total,15 years old and over,UP_CI,81.7
United Kingdom,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,18.0
United Kingdom,Hypertension hospital admission,Total,15 years old and over,LOW_CI,17.7
United Kingdom,Hypertension hospital admission,Total,15 years old and over,UP_CI,18.4
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,297.4
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,295.6
United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,299.3
United Kingdom,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,125.9
United Kingdom,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,124.7
United Kingdom,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,127.0
Israel,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,26.4
Israel,Asthma hospital admission,Male,15 years old and over,LOW_CI,24.6
Israel,Asthma hospital admission,Male,15 years old and over,UP_CI,28.3
Israel,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,215.9
Israel,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,210.2
Israel,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,221.6
Israel,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,262.9
Israel,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,256.5
Israel,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,269.4
Israel,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,96.9
Israel,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,93.1
Israel,Diabetes hospital admission ,Male,15 years old and over,UP_CI,100.6
Israel,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,26.7
Israel,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,24.7
Israel,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,28.7
Israel,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MDIAB,139.4
Israel,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI_DIAB,153.3
Israel,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI_DIAB,125.4
Israel,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,81.7
Israel,Hypertension hospital admission,Male,15 years old and over,LOW_CI,78.2
Israel,Hypertension hospital admission,Male,15 years old and over,UP_CI,85.2
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,242.4
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,234.8
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,250.0
Israel,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,344.6
Israel,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,334.7
Israel,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,354.5
Israel,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,27.5
Israel,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,25.5
Israel,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,29.6
Israel,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MDIAB,140.4
Israel,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI_DIAB,153.9
Israel,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI_DIAB,126.8
Israel,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,49.1
Israel,Asthma hospital admission,Female,15 years old and over,LOW_CI,46.7
Israel,Asthma hospital admission,Female,15 years old and over,UP_CI,51.6
Israel,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,105.9
Israel,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,102.3
Israel,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,109.5
Israel,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,190.0
Israel,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,185.3
Israel,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,194.8
Israel,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,49.4
Israel,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,46.9
Israel,Diabetes hospital admission ,Female,15 years old and over,UP_CI,51.8
Israel,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,9.9
Israel,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,8.8
Israel,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,11.0
Israel,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MDIAB,58.3
Israel,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI_DIAB,68.0
Israel,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI_DIAB,48.6
Israel,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,78.7
Israel,Hypertension hospital admission,Female,15 years old and over,LOW_CI,75.6
Israel,Hypertension hospital admission,Female,15 years old and over,UP_CI,81.8
