Variable,Measure,Country,Value
Total mastectomy,Day cases per 100 000 females,France,3.1
Transurethral prostatectomy,Total number of procedures,Sweden,4718.0
Hip replacement,Total number of procedures,Canada,63208.0
Appendectomy,Total procedures per 100 000 population,Denmark,111.4
Laparoscopic appendectomy,Day cases per 100 000 population,France,3.3
"Positron Emission Tomography (PET) exams, in ambulatory care",Number,Denmark,0.0
Partial excision of mammary gland,Number of day cases,Italy,20649.0
Total knee replacement,Total procedures per 100 000 population,France,185.4
Stem cell transplantation,Total number of procedures,Canada,2472.0
Stem cell transplantation,Number of inpatient cases,Norway,460.0
Laparoscopic repair of Inguinal hernia,Total procedures per 100 000 population,Switzerland,138.6
Transluminal coronary angioplasty,Day cases per 100 000 population,Canada,23.3
Laparoscopic appendectomy,Number of day cases,Canada,3585.0
Coronary artery bypass graft,Total number of procedures,Switzerland,3369.0
Open prostatectomy,Day cases per 100 000 males,Denmark,0.1
Stem cell transplantation,Total number of procedures,Germany,8022.0
Transluminal coronary angioplasty,Total procedures per 100 000 population,Italy,229.1
Total knee replacement,Day cases procedures per 1 000 population aged 65 years old and over,Israel,0.0
Partial excision of mammary gland,Total procedures per 100 000 females,Germany,193.9
Total knee replacement,Day cases per 100 000 population,France,3.2
Hysterectomy,Total number of procedures,Germany,100950.0
Caesarean section,Total procedures per 100 000 females,France,429.5
Laparoscopic appendectomy,Number of day cases,France,2245.0
Laparoscopic appendectomy,Total procedures per 100 000 population,Israel,87.7
Coronary artery bypass graft,Total number of procedures,United Kingdom,14848.0
Hysterectomy,Total number of procedures,Switzerland,11827.0
Laparoscopic hysterectomy,Inpatient cases per 100 000 females,Germany,105.6
Hip replacement,Number of day cases,Norway,38.0
Laparoscopic appendectomy,Day cases per 100 000 population,Italy,0.0
Caesarean section,Day cases per 100 000 females,Italy,0.0
Laparoscopic hysterectomy,Number of day cases,Germany,12.0
Stem cell transplantation,Number of day cases,United Kingdom,194.0
Transurethral prostatectomy,Day cases per 100 000 males,Sweden,16.2
Appendectomy,Day cases per 100 000 population,Norway,4.7
Laparoscopic hysterectomy,Day cases per 100 000 females,Italy,0.1
Total knee replacement,Total procedures per 1 000 population aged 65 years old and over,Canada,11.3
Hip replacement,Total procedures per 100 000 population,Germany,314.9
Transurethral prostatectomy,Total number of procedures,Norway,2839.0
Laparoscopic repair of Inguinal hernia,Total procedures per 100 000 population,Canada,26.6
Tonsillectomy,Outpatient cases per 100 000 population,France,0.0
Appendectomy,Total number of procedures,Germany,119697.0
Total knee replacement,Total number of procedures,Switzerland,22312.0
Open prostatectomy,Number of day cases,Norway,1.0
Tonsillectomy,Number of outpatient cases,United Kingdom,101.0
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,Sweden,309.0
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,Italy,5.9
Transurethral prostatectomy,Number of day cases,Germany,18.0
Laparoscopic hysterectomy,Total number of procedures,Norway,2686.0
Coronary artery bypass graft,Day cases per 100 000 population,Germany,0.1
Total mastectomy,Total procedures per 100 000 females,Denmark,78.5
Partial excision of mammary gland,Total number of procedures,France,70323.0
Laparoscopic appendectomy,Number of day cases,Germany,22.0
Partial excision of mammary gland,Total procedures per 100 000 females,Switzerland,192.3
Laparoscopic appendectomy,Day cases per 100 000 population,United Kingdom,1.8
Caesarean section,Total number of procedures,Norway,8669.0
Caesarean section,Total procedures per 100 000 females,Switzerland,631.1
"Positron Emission Tomography (PET) exams, total",Per 1 000 population,Israel,9.2
Caesarean section,Number of day cases,Germany,407.0
Open prostatectomy,Day cases per 100 000 males,Norway,0.0
Hysterectomy,Day cases per 100 000 females,Norway,7.2
Total knee replacement,Total procedures per 100 000 population,Norway,117.4
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,Sweden,6.8
Transurethral prostatectomy,Day cases per 100 000 males,France,12.8
Caesarean section,Total procedures per 100 000 females,Germany,547.3
Laparoscopic repair of Inguinal hernia,Total number of procedures,United Kingdom,16738.0
Cataract surgery,Outpatient cases per 100 000 population,United Kingdom,10.5
"Positron Emission Tomography (PET) exams, in hospitals",Per 1 000 population,Netherlands,6.6
Stem cell transplantation,Number of day cases,Italy,53.0
Coronary artery bypass graft,Day cases per 100 000 population,Denmark,0.1
Total knee replacement,Total procedures per 100 000 population,Canada,198.4
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,United Kingdom,5.7
Laparoscopic repair of Inguinal hernia,Total number of procedures,Italy,5282.0
"Positron Emission Tomography (PET) exams, total",Number,Norway,13690.0
Stem cell transplantation,Inpatient cases per 100 000 population,France,7.5
Hip replacement,Total procedures per 1 000 population aged 65 years old and over,Israel,5.7
Caesarean section,Total procedures per 100 000 females,Sweden,386.3
Total mastectomy,Number of day cases,France,1069.0
Laparoscopic hysterectomy,Number of inpatient cases,United Kingdom,14764.0
"Positron Emission Tomography (PET) exams, in hospitals",Number,Netherlands,114017.0
Hysterectomy,Total procedures per 100 000 females,Italy,185.3
Laparoscopic hysterectomy,Inpatient cases per 100 000 females,France,74.0
Hip replacement,Total procedures per 1 000 population aged 65 years old and over,Denmark,11.7
"Positron Emission Tomography (PET) exams, total",Number,France,637705.0
Hysterectomy,Day cases per 100 000 females,France,5.8
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,Norway,61.7
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,Germany,138.3
Partial excision of mammary gland,Day cases per 100 000 females,Denmark,156.5
Hip replacement,Number of day cases,Switzerland,16.0
Coronary artery bypass graft,Day cases per 100 000 population,United Kingdom,0.1
"Positron Emission Tomography (PET) exams, in ambulatory care",Number,Israel,0.0
Stem cell transplantation,Total number of procedures,Norway,464.0
Laparoscopic hysterectomy,Total procedures per 100 000 females,Germany,105.7
Stem cell transplantation,Total procedures per 100 000 population,United Kingdom,5.5
Coronary artery bypass graft,Total procedures per 100 000 population,Israel,36.0
Transurethral prostatectomy,Total procedures per 100 000 males,Sweden,91.3
Total knee replacement,Total number of procedures,Sweden,13833.0
Laparoscopic hysterectomy,Number of inpatient cases,Switzerland,7650.0
Hip replacement,Total procedures per 100 000 population,Canada,168.2
Stem cell transplantation,Number of inpatient cases,United Kingdom,3462.0
Laparoscopic appendectomy,Number of inpatient cases,Germany,101153.0
"Positron Emission Tomography (PET) exams, in ambulatory care",Per 1 000 population,Israel,0.0
"Positron Emission Tomography (PET) exams, total",Per 1 000 population,Netherlands,6.6
Open prostatectomy,Number of day cases,Germany,0.0
Total knee replacement,Number of day cases,Italy,12.0
Caesarean section,Number of day cases,France,23.0
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,Italy,3507.0
Open prostatectomy,Number of day cases,Switzerland,0.0
"Positron Emission Tomography (PET) exams, in hospitals",Per 1 000 population,Denmark,12.9
Total mastectomy,Number of day cases,Switzerland,116.0
Hip replacement,Day cases per 100 000 population,Sweden,1.2
Hip replacement,Number of day cases,Germany,94.0
Laparoscopic appendectomy,Number of inpatient cases,Switzerland,12738.0
Laparoscopic appendectomy,Total number of procedures,Canada,38682.0
Partial excision of mammary gland,Number of day cases,France,39755.0
Transurethral prostatectomy,Day cases per 100 000 males,Norway,1.6
Laparoscopic hysterectomy,Number of inpatient cases,Germany,44459.0
Open prostatectomy,Total procedures per 100 000 males,Switzerland,83.9
"Positron Emission Tomography (PET) exams, total",Number,Netherlands,114017.0
"Positron Emission Tomography (PET) exams, total",Number,Australia,98582.0
Laparoscopic hysterectomy,Total procedures per 100 000 females,Switzerland,179.7
Hysterectomy,Day cases per 100 000 females,Sweden,7.6
Laparoscopic hysterectomy,Total number of procedures,France,27006.0
Open prostatectomy,Total procedures per 100 000 males,Germany,78.1
Laparoscopic repair of Inguinal hernia,Total number of procedures,Germany,115237.0
Partial excision of mammary gland,Total number of procedures,Switzerland,8313.0
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,Switzerland,101.4
Total knee replacement,Total procedures per 100 000 population,Germany,227.4
Laparoscopic appendectomy,Day cases per 100 000 population,Germany,0.0
Total knee replacement,Day cases per 100 000 population,Switzerland,0.1
Caesarean section,Total procedures per 100 000 females,Norway,326.9
Transurethral prostatectomy,Number of day cases,Canada,4110.0
Appendectomy,Total number of procedures,United Kingdom,56274.0
Transluminal coronary angioplasty,Number of day cases,Denmark,2155.0
Transluminal coronary angioplasty,Total number of procedures,United Kingdom,83236.0
Transurethral prostatectomy,Number of day cases,United Kingdom,2345.0
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,Norway,892.0
Transurethral prostatectomy,Total number of procedures,Switzerland,10027.0
Hysterectomy,Number of day cases,Norway,192.0
Coronary artery bypass graft,Day cases per 100 000 population,Canada,0.0
Total mastectomy,Total number of procedures,Italy,23206.0
"Positron Emission Tomography (PET) exams, in hospitals",Number,Denmark,74939.0
Caesarean section,Day cases per 100 000 females,Switzerland,0.6
Hip replacement,Day cases procedures per 1 000 population aged 65 years old and over,Israel,0.0
Total mastectomy,Day cases per 100 000 females,Italy,1.3
Stem cell transplantation,Number of inpatient cases,Canada,2472.0
Transluminal coronary angioplasty,Total number of procedures,Canada,59270.0
Caesarean section,Total number of procedures,Switzerland,27278.0
Stem cell transplantation,Total procedures per 100 000 population,Canada,6.6
Stem cell transplantation,Inpatient cases per 100 000 population,Norway,8.6
Transurethral prostatectomy,Total procedures per 100 000 males,France,226.0
Hip replacement,Total number of procedures,Italy,115821.0
Total knee replacement,Number of day cases,Norway,13.0
Laparoscopic appendectomy,Day cases per 100 000 population,Switzerland,0.4
Open prostatectomy,Day cases per 100 000 males,Sweden,0.2
Laparoscopic appendectomy,Inpatient cases per 100 000 population,Canada,93.4
Cataract surgery,Outpatient cases per 100 000 population,Germany,879.7
Laparoscopic hysterectomy,Inpatient cases per 100 000 females,Norway,97.4
Open prostatectomy,Total number of procedures,Norway,147.0
Total mastectomy,Total number of procedures,Norway,1845.0
Open prostatectomy,Total procedures per 100 000 males,Canada,58.0
Stem cell transplantation,Inpatient cases per 100 000 population,Sweden,8.1
Transluminal coronary angioplasty,Number of day cases,Sweden,4504.0
Appendectomy,Total procedures per 100 000 population,Italy,66.5
"Positron Emission Tomography (PET) exams, total",Per 1 000 population,Italy,5.6
Total knee replacement,Total procedures per 1 000 population aged 65 years old and over,France,9.3
Total knee replacement,Total number of procedures,Denmark,10541.0
Stem cell transplantation,Total number of procedures,Sweden,908.0
Transluminal coronary angioplasty,Day cases per 100 000 population,Norway,16.5
Stem cell transplantation,Number of day cases,Israel,0.0
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,Israel,62.6
Hip replacement,Day cases per 100 000 population,Denmark,9.1
Hip replacement,Total procedures per 1 000 population aged 65 years old and over,Norway,15.6
"Positron Emission Tomography (PET) exams, in ambulatory care",Per 1 000 population,Germany,1.4
Total knee replacement,Day cases per 100 000 population,Israel,0.0
Hysterectomy,Total number of procedures,Denmark,260.0
Laparoscopic hysterectomy,Total procedures per 100 000 females,Israel,56.7
Partial excision of mammary gland,Total number of procedures,Canada,35411.0
Appendectomy,Total number of procedures,Denmark,6475.0
Hysterectomy,Total procedures per 100 000 females,United Kingdom,131.9
Laparoscopic hysterectomy,Total procedures per 100 000 females,Canada,116.0
Laparoscopic appendectomy,Day cases per 100 000 population,Israel,1.3
Transurethral prostatectomy,Total number of procedures,Israel,3351.0
Hysterectomy,Total procedures per 100 000 females,Israel,122.7
Partial excision of mammary gland,Total number of procedures,Israel,6506.0
Tonsillectomy,Number of outpatient cases,Italy,0.0
Coronary artery bypass graft,Total number of procedures,France,19068.0
Caesarean section,Day cases procedures per 1 000 live births,United Kingdom,0.5
Transluminal coronary angioplasty,Total number of procedures,Germany,348556.0
Open prostatectomy,Total procedures per 100 000 males,Israel,30.3
Appendectomy,Number of day cases,Sweden,681.0
Partial excision of mammary gland,Day cases per 100 000 females,Canada,170.0
Caesarean section,Day cases per 100 000 females,Canada,0.0
Laparoscopic repair of Inguinal hernia,Number of day cases,Denmark,4605.0
Cataract surgery,Outpatient cases per 100 000 population,Israel,334.5
Coronary artery bypass graft,Total procedures per 100 000 population,Switzerland,39.3
Caesarean section,Total number of procedures,Israel,27346.0
Laparoscopic repair of Inguinal hernia,Total procedures per 100 000 population,France,93.9
Coronary artery bypass graft,Total number of procedures,Sweden,2846.0
"Positron Emission Tomography (PET) exams, in hospitals",Per 1 000 population,Australia,0.1
Hip replacement,Day cases procedures per 1 000 population aged 65 years old and over,Germany,0.0
Total knee replacement,Day cases per 100 000 population,United Kingdom,0.9
Laparoscopic appendectomy,Total procedures per 100 000 population,Italy,47.0
Open prostatectomy,Total procedures per 100 000 males,United Kingdom,28.5
Laparoscopic hysterectomy,Number of inpatient cases,Israel,2579.0
Tonsillectomy,Number of outpatient cases,Israel,308.0
Total knee replacement,Day cases procedures per 1 000 population aged 65 years old and over,Norway,0.0
Transluminal coronary angioplasty,Number of day cases,France,5131.0
Appendectomy,Number of day cases,France,2315.0
"Positron Emission Tomography (PET) exams, in hospitals",Number,United Kingdom,230987.8
Total mastectomy,Number of day cases,Israel,11.0
Open prostatectomy,Number of day cases,Israel,10.0
Coronary artery bypass graft,Number of day cases,Italy,0.0
"Positron Emission Tomography (PET) exams, in ambulatory care",Number,Germany,114198.0
Transluminal coronary angioplasty,Day cases per 100 000 population,Italy,1.5
Appendectomy,Day cases per 100 000 population,Italy,0.1
Total knee replacement,Total procedures per 100 000 population,Israel,70.7
Laparoscopic appendectomy,Total number of procedures,Switzerland,12771.0
Caesarean section,Day cases per 100 000 females,Sweden,0.8
Stem cell transplantation,Day cases per 100 000 population,Sweden,0.7
Transluminal coronary angioplasty,Total number of procedures,Italy,136842.0
Laparoscopic appendectomy,Day cases per 100 000 population,Norway,4.5
Laparoscopic repair of Inguinal hernia,Number of day cases,France,48949.0
Total knee replacement,Number of day cases,Switzerland,7.0
"Positron Emission Tomography (PET) exams, in hospitals",Number,Israel,83118.0
Appendectomy,Total procedures per 100 000 population,Switzerland,166.3
Partial excision of mammary gland,Total procedures per 100 000 females,Norway,168.9
Stem cell transplantation,Total procedures per 100 000 population,Israel,8.3
Stem cell transplantation,Total procedures per 100 000 population,Germany,9.7
Laparoscopic hysterectomy,Total number of procedures,Switzerland,7767.0
Coronary artery bypass graft,Total number of procedures,Denmark,2626.0
Hysterectomy,Day cases per 100 000 females,United Kingdom,2.8
Coronary artery bypass graft,Number of day cases,Israel,0.0
Open prostatectomy,Total number of procedures,Denmark,1066.0
Hip replacement,Day cases procedures per 1 000 population aged 65 years old and over,Canada,0.2
Transluminal coronary angioplasty,Day cases per 100 000 population,France,7.6
Laparoscopic appendectomy,Inpatient cases per 100 000 population,Israel,86.4
Caesarean section,Day cases per 100 000 females,Israel,0.0
Appendectomy,Day cases per 100 000 population,United Kingdom,2.0
Hip replacement,Total number of procedures,Switzerland,26835.0
Laparoscopic appendectomy,Total procedures per 100 000 population,Canada,102.9
Coronary artery bypass graft,Number of day cases,Sweden,2.0
Appendectomy,Number of day cases,Canada,3720.0
Transurethral prostatectomy,Total procedures per 100 000 males,Switzerland,235.8
Transluminal coronary angioplasty,Number of day cases,Canada,8748.0
Laparoscopic appendectomy,Inpatient cases per 100 000 population,Germany,121.7
Total mastectomy,Total number of procedures,Switzerland,2839.0
Partial excision of mammary gland,Day cases per 100 000 females,Israel,25.4
Open prostatectomy,Day cases per 100 000 males,United Kingdom,0.6
Inpatient care discharges (all hospitals),Per 100 000 population,China (People's Republic of),18484.4
Laparoscopic hysterectomy,Day cases per 100 000 females,Norway,3.9
Open prostatectomy,Day cases per 100 000 males,Italy,0.1
"Positron Emission Tomography (PET) exams, in hospitals",Per 1 000 population,United Kingdom,3.5
"Positron Emission Tomography (PET) exams, in ambulatory care",Number,Netherlands,0.0
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,Norway,16.7
Total knee replacement,Total procedures per 100 000 population,Italy,137.4
Cataract surgery,Number of outpatient cases,France,0.0
Total knee replacement,Day cases procedures per 1 000 population aged 65 years old and over,Sweden,0.2
Total mastectomy,Total procedures per 100 000 females,Canada,56.0
Transurethral prostatectomy,Total procedures per 100 000 males,Canada,114.6
Transluminal coronary angioplasty,Total number of procedures,Norway,11583.0
Transurethral prostatectomy,Number of day cases,Sweden,837.0
Tonsillectomy,Number of outpatient cases,Switzerland,0.0
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,Denmark,590.0
Stem cell transplantation,Number of day cases,Switzerland,0.0
Total knee replacement,Total number of procedures,United Kingdom,95004.0
"Positron Emission Tomography (PET) exams, total",Per 1 000 population,France,9.5
Partial excision of mammary gland,Total number of procedures,Denmark,5181.0
Hip replacement,Total procedures per 1 000 population aged 65 years old and over,Germany,14.6
Laparoscopic appendectomy,Total procedures per 100 000 population,Sweden,94.2
Partial excision of mammary gland,Total procedures per 100 000 females,United Kingdom,149.7
Total knee replacement,Day cases per 100 000 population,Denmark,11.6
Hysterectomy,Day cases per 100 000 females,Canada,25.1
Caesarean section,Number of day cases,Sweden,42.0
Appendectomy,Total number of procedures,Israel,9130.0
Laparoscopic appendectomy,Total procedures per 100 000 population,Germany,121.8
Laparoscopic appendectomy,Number of day cases,Denmark,762.0
Coronary artery bypass graft,Total procedures per 100 000 population,Canada,54.0
Caesarean section,Number of day cases,Israel,0.0
Stem cell transplantation,Total procedures per 100 000 population,Italy,9.8
Laparoscopic hysterectomy,Number of day cases,Israel,8.0
Appendectomy,Total number of procedures,France,71540.0
Total knee replacement,Day cases procedures per 1 000 population aged 65 years old and over,France,0.2
Coronary artery bypass graft,Total procedures per 100 000 population,Norway,26.9
Cataract surgery,Outpatient cases per 100 000 population,Switzerland,0.0
Hip replacement,Total procedures per 100 000 population,Sweden,242.8
Transurethral prostatectomy,Number of day cases,Israel,11.0
Hysterectomy,Total number of procedures,Sweden,7786.0
Appendectomy,Total number of procedures,Sweden,12822.0
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,Israel,8.5
Hip replacement,Total procedures per 100 000 population,Switzerland,312.9
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,Germany,0.3
Open prostatectomy,Number of day cases,Canada,2767.0
Partial excision of mammary gland,Total procedures per 100 000 females,Sweden,157.4
Transurethral prostatectomy,Day cases per 100 000 males,Germany,0.0
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,France,14200.0
Laparoscopic appendectomy,Number of inpatient cases,United Kingdom,44927.0
Transluminal coronary angioplasty,Number of day cases,United Kingdom,26105.0
Stem cell transplantation,Total number of procedures,France,5428.0
Appendectomy,Number of day cases,United Kingdom,1322.0
"Positron Emission Tomography (PET) exams, total",Number,Denmark,74939.0
Hysterectomy,Day cases per 100 000 females,Denmark,5.1
Laparoscopic hysterectomy,Number of day cases,Sweden,130.0
Transurethral prostatectomy,Number of day cases,Switzerland,80.0
Laparoscopic hysterectomy,Total procedures per 100 000 females,France,77.7
Transurethral prostatectomy,Total procedures per 100 000 males,Norway,105.3
Laparoscopic appendectomy,Number of inpatient cases,Italy,28068.0
Hip replacement,Number of day cases,Canada,1330.0
Partial excision of mammary gland,Number of day cases,Switzerland,678.0
Open prostatectomy,Total procedures per 100 000 males,Italy,81.0
Appendectomy,Total number of procedures,Switzerland,14257.0
Total mastectomy,Day cases per 100 000 females,Switzerland,2.7
Total mastectomy,Total procedures per 100 000 females,Norway,69.6
Caesarean section,Total number of procedures,Canada,107455.0
Total knee replacement,Day cases per 100 000 population,Norway,0.2
Appendectomy,Day cases per 100 000 population,Canada,9.9
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,France,72.8
"Positron Emission Tomography (PET) exams, in hospitals",Number,Australia,3261.0
Caesarean section,Number of day cases,Switzerland,25.0
Transurethral prostatectomy,Day cases per 100 000 males,Switzerland,1.9
Laparoscopic hysterectomy,Number of day cases,France,1293.0
Hip replacement,Day cases per 100 000 population,Switzerland,0.2
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,Germany,114955.0
Laparoscopic appendectomy,Total procedures per 100 000 population,United Kingdom,69.1
Laparoscopic hysterectomy,Number of inpatient cases,Italy,20004.0
Laparoscopic hysterectomy,Inpatient cases per 100 000 females,Sweden,63.1
Transurethral prostatectomy,Total number of procedures,Canada,21414.0
Transluminal coronary angioplasty,Total number of procedures,Denmark,9705.0
Coronary artery bypass graft,Total procedures per 100 000 population,Denmark,45.2
Tonsillectomy,Number of outpatient cases,France,0.0
Laparoscopic hysterectomy,Total procedures per 100 000 females,Norway,101.3
Stem cell transplantation,Inpatient cases per 100 000 population,Israel,8.3
Coronary artery bypass graft,Total number of procedures,Germany,45398.0
Transurethral prostatectomy,Total procedures per 100 000 males,Germany,182.1
Partial excision of mammary gland,Day cases per 100 000 females,Norway,110.9
Caesarean section,Total procedures per 100 000 females,United Kingdom,622.4
Caesarean section,Day cases procedures per 1 000 live births,Italy,0.0
Hip replacement,Day cases per 100 000 population,Germany,0.1
Hip replacement,Total procedures per 1 000 population aged 65 years old and over,Canada,9.6
Stem cell transplantation,Total number of procedures,United Kingdom,3656.0
Laparoscopic appendectomy,Inpatient cases per 100 000 population,Italy,47.0
Transurethral prostatectomy,Total number of procedures,France,73445.0
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,Canada,23.2
Stem cell transplantation,Day cases per 100 000 population,Norway,0.1
Laparoscopic hysterectomy,Day cases per 100 000 females,Israel,0.2
Appendectomy,Number of day cases,Germany,34.0
Laparoscopic appendectomy,Day cases per 100 000 population,Sweden,5.5
Total mastectomy,Total procedures per 100 000 females,Israel,30.4
"Positron Emission Tomography (PET) exams, in hospitals",Per 1 000 population,Israel,9.2
Laparoscopic appendectomy,Number of day cases,Switzerland,33.0
Hip replacement,Number of day cases,France,3181.0
Laparoscopic repair of Inguinal hernia,Inpatient cases per 100 000 population,Sweden,3.0
Total knee replacement,Total procedures per 1 000 population aged 65 years old and over,Italy,6.0
"Positron Emission Tomography (PET) exams, total",Number,Israel,83118.0
Transluminal coronary angioplasty,Number of day cases,Germany,3411.0
Hip replacement,Day cases per 100 000 population,Italy,0.0
"Positron Emission Tomography (PET) exams, in ambulatory care",Per 1 000 population,Netherlands,0.0
Laparoscopic repair of Inguinal hernia,Number of inpatient cases,United Kingdom,3788.0
Laparoscopic appendectomy,Number of inpatient cases,France,59913.0
Transluminal coronary angioplasty,Number of day cases,Italy,896.0
Open prostatectomy,Number of day cases,France,146.0
Appendectomy,Total number of procedures,Norway,7251.0
Total mastectomy,Total procedures per 100 000 females,Germany,65.5
Laparoscopic hysterectomy,Number of day cases,Switzerland,117.0
Transluminal coronary angioplasty,Total number of procedures,Sweden,20978.0
Laparoscopic hysterectomy,Day cases per 100 000 females,Germany,0.0
Transurethral prostatectomy,Day cases per 100 000 males,Denmark,26.8
Coronary artery bypass graft,Day cases per 100 000 population,Norway,0.1
Caesarean section,Number of day cases,Italy,9.0
Cataract surgery,Number of outpatient cases,Norway,2946.0
Total mastectomy,Day cases per 100 000 females,Denmark,35.8
Laparoscopic hysterectomy,Day cases per 100 000 females,Switzerland,2.7
Total mastectomy,Total procedures per 100 000 females,Switzerland,65.7
Total knee replacement,Number of day cases,Denmark,676.0
Open prostatectomy,Total number of procedures,Switzerland,3570.0
Laparoscopic hysterectomy,Number of day cases,Canada,4381.0
Stem cell transplantation,Total number of procedures,Israel,749.0
Appendectomy,Total number of procedures,Italy,39700.0
Coronary artery bypass graft,Total procedures per 100 000 population,Sweden,27.7
Laparoscopic hysterectomy,Inpatient cases per 100 000 females,Switzerland,177.0
Hysterectomy,Total number of procedures,Italy,56772.0
Total knee replacement,Total number of procedures,Israel,6401.0
Transluminal coronary angioplasty,Total procedures per 100 000 population,Switzerland,311.0
Laparoscopic appendectomy,Number of day cases,Israel,115.0
Transluminal coronary angioplasty,Day cases per 100 000 population,United Kingdom,39.1
Hip replacement,Total procedures per 100 000 population,Norway,267.5
Stem cell transplantation,Inpatient cases per 100 000 population,Switzerland,9.9
Partial excision of mammary gland,Total procedures per 100 000 females,France,202.4
Hysterectomy,Number of day cases,United Kingdom,953.0
Total mastectomy,Total number of procedures,Denmark,2294.0
Total knee replacement,Total number of procedures,Italy,82067.0
Laparoscopic repair of Inguinal hernia,Total number of procedures,Sweden,1013.0
"Positron Emission Tomography (PET) exams, in ambulatory care",Per 1 000 population,Australia,3.8
Total knee replacement,Day cases procedures per 1 000 population aged 65 years old and over,United Kingdom,0.0
Appendectomy,Day cases per 100 000 population,Denmark,13.3
Hip replacement,Total procedures per 1 000 population aged 65 years old and over,Switzerland,17.0
Laparoscopic repair of Inguinal hernia,Day cases per 100 000 population,United Kingdom,19.4
Transurethral prostatectomy,Day cases per 100 000 males,Canada,22.0
Partial excision of mammary gland,Number of day cases,Israel,1159.0
Laparoscopic repair of Inguinal hernia,Number of day cases,Italy,1775.0
Hip replacement,Total number of procedures,Denmark,13281.0
Laparoscopic appendectomy,Total procedures per 100 000 population,Denmark,103.9
Partial excision of mammary gland,Number of day cases,Norway,2942.0
Total knee replacement,Total number of procedures,Canada,74559.0
Hysterectomy,Total procedures per 100 000 females,Denmark,8.9
Laparoscopic appendectomy,Total number of procedures,Germany,101175.0
Laparoscopic hysterectomy,Number of inpatient cases,Canada,17554.0
Total knee replacement,Total procedures per 1 000 population aged 65 years old and over,United Kingdom,7.7
Hip replacement,Total number of procedures,Sweden,24959.0
Open prostatectomy,Number of day cases,United Kingdom,189.0
Coronary artery bypass graft,Total procedures per 100 000 population,United Kingdom,22.2
Hysterectomy,Number of day cases,Germany,26.0
Caesarean section,Number of day cases,Norway,45.0
Hysterectomy,Total number of procedures,Canada,41737.0
Stem cell transplantation,Total number of procedures,Italy,5883.0
Tonsillectomy,Number of outpatient cases,Norway,0.0
Transurethral prostatectomy,Total number of procedures,United Kingdom,24725.0
Hip replacement,Number of day cases,Italy,7.0
Tonsillectomy,Outpatient cases per 100 000 population,Italy,0.0
Coronary artery bypass graft,Number of day cases,France,0.0
Coronary artery bypass graft,Number of day cases,Switzerland,0.0
Total knee replacement,Total number of procedures,Norway,6279.0
Laparoscopic repair of Inguinal hernia,Total number of procedures,Denmark,5195.0
Transluminal coronary angioplasty,Day cases per 100 000 population,Israel,12.5
Open prostatectomy,Total procedures per 100 000 males,Denmark,36.8
Appendectomy,Day cases per 100 000 population,Israel,1.3
Partial excision of mammary gland,Day cases per 100 000 females,France,114.4
Hip replacement,Total number of procedures,Israel,6116.0
Caesarean section,Day cases procedures per 1 000 live births,Switzerland,0.3
Caesarean section,Day cases per 100 000 females,France,0.1
Laparoscopic repair of Inguinal hernia,Number of day cases,Germany,282.0
Open prostatectomy,Number of day cases,Italy,32.0
Total mastectomy,Number of day cases,Italy,394.0
Caesarean section,Total number of procedures,United Kingdom,210482.0
Hysterectomy,Total number of procedures,Norway,4845.0
Laparoscopic appendectomy,Number of inpatient cases,Norway,6225.0
Appendectomy,Total procedures per 100 000 population,Sweden,124.7
Stem cell transplantation,Total procedures per 100 000 population,France,8.1
"Positron Emission Tomography (PET) exams, in ambulatory care",Per 1 000 population,Norway,2.6
"Positron Emission Tomography (PET) exams, in hospitals",Number,France,411303.0
Laparoscopic hysterectomy,Number of inpatient cases,France,25713.0
Total mastectomy,Total number of procedures,Israel,1387.0
Transurethral prostatectomy,Day cases per 100 000 males,Italy,0.4
Coronary artery bypass graft,Day cases per 100 000 population,Israel,0.0
"Positron Emission Tomography (PET) exams, total",Per 1 000 population,United States,6.7
Laparoscopic hysterectomy,Number of day cases,Italy,24.0
Stem cell transplantation,Number of day cases,Germany,0.0
Total mastectomy,Total procedures per 100 000 females,France,62.6
Hip replacement,Total procedures per 100 000 population,United Kingdom,182.4
Stem cell transplantation,Day cases per 100 000 population,United Kingdom,0.3
Total mastectomy,Day cases per 100 000 females,Israel,0.2
